step,type,amount,name_orig,old_balance_orig,new_balance_orig,name_dest,old_balance_dest,new_balance_dest,is_fraud,is_flagged_fraud
65,PAYMENT,127575.05,C137509445,1564.72,0.0,M911950347,256.74,127831.79,0,0
352,TRANSFER,699.31,C823219092,3845.04,3145.73,C749560375,122194.07,122893.38,0,0
206,PAYMENT,2696.05,C472340272,9803.87,7107.82,M637895767,374.88,3070.93,0,0
491,PAYMENT,2769.25,C991155592,34795.41,32026.16,M978168522,9552.55,12321.8,0,0
301,TRANSFER,269024.77,C990429711,1227.19,0.0,C328211087,1541.81,270566.58,1,1
421,CASH_OUT,6869.88,C393997658,32232.38,25362.5,C391565893,167987.85,174857.73,0,0
53,PAYMENT,5133.02,C280620796,9761.47,4628.45,M510898248,11704.19,16837.21,0,0
154,CASH_OUT,19659.84,C626135892,828.0,0.0,C524786584,33286.9,52946.74,0,0
674,PAYMENT,10525.08,C555585523,11687.81,1162.73,M961057930,6399.93,16925.01,0,0
609,DEBIT,298.03,C522740846,67022.44,66724.41,C968093696,1056.96,1354.99,0,0
343,DEBIT,4291.42,C656458744,5666.13,1374.71,C577224373,5508.61,9800.03,0,0
395,PAYMENT,354.67,C764668199,3060.69,2706.02,M378402946,90681.12,91035.79,0,0
649,TRANSFER,1152.55,C384625042,765.61,0.0,C575258225,1325269.17,1326421.72,0,0
358,CASH_IN,7847.93,C479657088,13026.6,5178.67,C774693339,36289.03,44136.96,0,0
282,CASH_OUT,2833.95,C576046044,3953.93,1119.98,C371379201,8076.44,10910.39,0,0
664,DEBIT,557.53,C138739425,4862.89,4305.36,C869766707,3965.09,4522.62,0,0
260,CASH_OUT,,C125252144,719.52,0.0,C931777110,86157.62,732235.38,1,1
248,DEBIT,32373.49,C575327838,1574.22,0.0,C631668619,39427.49,71800.98,0,0
615,CASH_OUT,10924.24,C795197878,51405.89,40481.65,C105970150,50380.21,61304.45,0,0
743,TRANSFER,186140.93,C393017336,409.49,0.0,C829313436,102958.34,289099.27,0,0
626,TRANSFER,1651.73,C527739855,272489.02,270837.29,C438036009,5440.88,7092.61,0,0
658,CASH_OUT,11730.96,C769739453,3720.22,0.0,C377775138,32412.05,44143.01,0,0
28,DEBIT,575.27,C354501919,93.2,0.0,C573440977,50719.32,51294.59,0,0
287,DEBIT,1061.87,C694816072,376743.63,375681.76,C134937552,347.65,1409.52,0,0
538,PAYMENT,223.88,C107829060,40379.68,40155.8,M502221001,10355.79,10579.67,0,0
545,CASH_OUT,121.24,C331833949,70.36,0.0,C313375756,2841.12,2962.36,0,0
381,TRANSFER,585.61,C532625167,2821.3,2235.69,C723141657,29786.34,30371.95,0,0
192,CASH_OUT,502.2,C874828821,1551.47,1049.27,C751935848,3705.2,4207.4,0,0
254,CASH_IN,386.86,C537100685,157046.0,156659.14,C745142332,15044.18,15431.04,0,0
311,PAYMENT,46084.52,C894926418,18292.21,0.0,M663565922,305.32,46389.84,0,0
714,CASH_IN,624.55,C397100352,1213.25,588.7,C971258200,6785.81,7410.36,0,0
487,CASH_IN,1314.19,C337738214,20274.18,18959.99,C592415918,74129.76,75443.95,0,0
57,CASH_OUT,15143.42,C962140850,6049.51,0.0,C395103366,40790.98,55934.4,0,0
361,CASH_IN,7357.82,C101404406,23489.58,16131.76,C874930978,18290.63,25648.45,0,0
224,PAYMENT,1027.0,C289706458,26969.66,25942.66,M970587580,2145.47,3172.47,0,0
31,DEBIT,954.5,C437397674,2658.0,1703.5,C210981706,27103.57,28058.07,0,0
145,CASH_IN,1130.92,C537669307,170833.04,169702.12,C487582309,3567.38,4698.3,0,0
236,TRANSFER,14181.24,C672264692,3554.66,0.0,C585283667,2764.48,16945.72,0,0
443,TRANSFER,1998.12,C321164463,913.28,0.0,C316993537,3276.13,5274.25,0,0
405,DEBIT,807.67,C601737118,12903.87,12096.2,C401863889,196215.69,197023.36,0,0
273,PAYMENT,4920.23,C842660982,103037.23,98117.0,M946841522,5943.75,10863.98,0,0
443,PAYMENT,43.92,C900546456,24651.24,24607.32,M140096442,1103.07,1146.99,0,0
224,CASH_OUT,2840.87,C246555638,14949.88,12109.01,C621508271,21525.28,24366.15,0,0
585,CASH_OUT,666.58,C765001746,6373.6,5707.02,C609530269,5059.0,5725.58,0,0
115,DEBIT,4292.71,C460427569,12493.98,8201.27,C738484768,8887.1,13179.81,0,0
55,CASH_OUT,19833.15,C860973960,4096.6,0.0,C913795260,3548.71,23381.86,1,0
291,TRANSFER,337.95,C978494502,24881.68,24543.73,C975868905,54654.93,54992.88,0,0
55,CASH_IN,777.37,C195335320,10110.94,9333.57,C122707819,233.96,1011.33,0,0
644,CASH_OUT,9473.54,C625309974,550.77,0.0,C568377604,1952.16,11425.7,0,0
495,CASH_IN,5354.33,C963496757,2780.13,0.0,C672647905,104087.08,109441.41,0,0
699,CASH_IN,7395.24,C740298547,24293.53,16898.29,C452077712,120.8,7516.04,0,0
402,CASH_IN,1432.86,C421080691,1131.61,0.0,C655928004,2379.11,3811.97,0,0
607,DEBIT,1695.35,C595514520,33158.08,31462.73,C610861207,6584.6,8279.95,0,0
650,TRANSFER,,C603942109,21903.68,21313.14,C317094052,24278.03,24868.57,0,0
202,TRANSFER,9019.07,C353466427,3962.42,0.0,C996066327,19185.4,28204.47,0,0
438,CASH_IN,1737.48,C193624982,12736.99,10999.51,C383023047,11749.64,13487.12,0,0
221,DEBIT,1170.46,C445135058,16391.13,15220.67,C580163611,79505.84,80676.3,0,0
277,DEBIT,26693.84,C857862554,36257.75,9563.91,C607942616,330680.12,357373.96,0,0
605,TRANSFER,1558.22,C325886802,82873.06,81314.84,C466568458,7025.31,8583.53,0,0
353,CASH_IN,2979.33,C817991230,171.34,0.0,C913253331,18434.24,21413.57,0,0
420,CASH_OUT,29590.84,C134042260,27735.46,0.0,C299425517,4028.1,33618.94,0,0
30,PAYMENT,18137.97,C879750421,1100.31,0.0,M533241594,7553.37,25691.34,0,0
482,TRANSFER,2122.15,C458758770,16884.7,14762.55,C564622209,2062.08,4184.23,0,0
62,PAYMENT,10900.43,C616346730,6933.86,0.0,M191478983,34453.34,45353.77,0,0
697,TRANSFER,2752.51,C228580716,321298.6,318546.09,C271713408,1374.05,4126.56,0,0
187,TRANSFER,1500.64,C356791154,2261424.19,2259923.55,C871783554,1684.73,3185.37,0,0
98,PAYMENT,248.76,C334528187,28694.57,28445.81,M712017106,18320.28,18569.04,0,0
131,CASH_IN,2350.31,C301437452,88373.49,86023.18,C628264075,433.54,2783.85,0,0
260,PAYMENT,2654.65,C490751319,68756.93,66102.28,M742335621,13484.76,16139.41,0,0
534,TRANSFER,28872.27,C419541115,42361.21,13488.94,C821738881,243.43,29115.7,0,0
717,CASH_IN,191.71,C890724240,486.35,294.64,C322373442,93948.22,94139.93,0,0
511,CASH_OUT,2887.72,C541550471,289067.9,286180.18,C637460046,17693.96,20581.68,0,0
10,PAYMENT,1592.82,C459130255,18217.74,16624.92,M844557901,19608.07,21200.89,0,0
12,TRANSFER,7997.35,C625359128,8594.68,597.33,C721459892,11343.86,19341.21,0,0
46,CASH_IN,996.25,C774276044,11716.88,10720.63,C961833024,60203.93,61200.18,0,0
657,PAYMENT,3352.0,C490160405,30146.7,26794.7,M227888610,7231949.23,7235301.23,0,0
438,CASH_IN,14301.19,C387041397,69433.99,55132.8,C143840014,2050.79,16351.98,0,0
37,PAYMENT,5651.37,C588626297,23101.25,17449.88,M666624616,2921.45,8572.82,0,0
551,CASH_OUT,45244.17,C830928651,10420.04,0.0,C793086767,69082.18,114326.35,0,0
452,DEBIT,1059.03,C670058195,2501.79,1442.76,C884637994,1967.82,3026.85,0,0
525,DEBIT,5482.08,C310751561,2305.76,0.0,C964931914,8510.93,13993.01,0,0
234,CASH_IN,437.7,C373058142,519.56,81.86,C655709301,380594.57,381032.27,0,0
474,DEBIT,112.08,C328778657,12916.53,12804.45,C564779353,6091.89,6203.97,0,0
676,DEBIT,16934.09,C405746127,94043.96,77109.87,C840989144,11067.41,28001.5,0,0
299,CASH_IN,4266.69,C381664097,9854.19,5587.5,C765925089,31239.45,35506.14,0,0
491,CASH_OUT,300.31,C298323098,28211.6,27911.29,C651981407,18236.95,18537.26,0,0
630,CASH_IN,54.54,C110620277,148396.79,148342.25,C303089905,6326.51,6381.05,0,0
463,CASH_IN,2068.24,C694939969,213259.59,211191.35,C979574547,19068.26,21136.5,0,0
251,TRANSFER,18564.12,C950253920,1126.87,0.0,C812127340,1694.09,20258.21,0,0
263,PAYMENT,10767.17,C363823191,14301.48,3534.31,M893878679,85558.64,96325.81,0,0
439,CASH_IN,14606.64,C628761890,128587.55,113980.91,C899084925,17040.45,31647.09,0,0
334,TRANSFER,548.27,C901132345,9789.03,9240.76,C770202730,1038.76,1587.03,0,0
274,TRANSFER,3457.42,C380345875,62979.95,59522.53,C386851441,233108.17,236565.59,0,0
565,CASH_IN,1733.67,C703408799,53287.34,51553.67,C807584087,12370.12,14103.79,0,0
324,TRANSFER,2446.27,C897182783,166070.83,163624.56,C730956102,4938.71,7384.98,0,0
25,CASH_OUT,1982.35,C314644190,14292.58,12310.23,C299920368,5889.1,7871.45,0,0
473,CASH_IN,55341.34,C772520266,2676.05,0.0,C499155548,65614.0,120955.34,0,0
6,PAYMENT,22958.35,C865841995,34168.77,11210.42,M985674652,14278.52,37236.87,0,0
159,DEBIT,6355.99,C554542329,216.1,0.0,C764983105,35535.67,41891.66,0,0
56,TRANSFER,15429.9,C233356499,29334.65,13904.75,C898023357,1562.11,16992.01,0,0
163,DEBIT,1778.61,C321966737,5720.82,3942.21,C994861834,122955.6,124734.21,0,0
134,CASH_IN,26711.75,C751816805,1764.47,0.0,C742222826,2498.17,29209.92,0,0
412,TRANSFER,1306.42,C509200218,28642.7,27336.28,C310274770,166642.93,167949.35,0,0
22,CASH_OUT,1980.21,C744671587,19431.54,17451.33,C983175116,21790.06,23770.27,0,0
252,CASH_OUT,437.68,C484631979,410427.62,409989.94,C529014176,1374067.11,1374504.79,0,0
272,DEBIT,32012.29,C103454272,21993.19,0.0,C362879029,137223.07,169235.36,0,0
451,CASH_IN,12472.81,C741283845,19724.95,7252.14,C790058511,13405.87,25878.68,0,0
121,TRANSFER,6537.2,C962478697,5637.71,0.0,C479266647,1071.75,7608.95,0,0
62,DEBIT,5908.36,C963621889,16216.24,10307.88,C293274128,6868.81,12777.17,0,0
214,PAYMENT,1377.25,C275398305,4068.6,2691.35,M127655311,80229.39,81606.64,0,0
150,CASH_IN,1787.27,C774262059,1094.67,0.0,C754185754,28219.11,30006.38,0,0
221,DEBIT,2336.77,C200306814,2942.88,606.11,C699605554,1889.87,4226.64,0,0
5,DEBIT,241.74,C123613352,631.1,389.36,C413754038,319.54,561.28,0,0
206,CASH_OUT,5320.23,C184166410,495593.93,490273.7,C813288029,3373.67,8693.9,0,0
144,TRANSFER,6880.26,C851386610,11397.26,4517.0,C141856642,188407.76,195288.02,0,0
530,PAYMENT,5053.42,C235629885,3359.69,0.0,M967312515,3120.9,8174.32,0,0
309,CASH_IN,4377.55,C667306663,2477.06,0.0,C233622750,530.82,4908.37,0,0
581,CASH_IN,745.21,C355028540,1256.28,511.07,C160039064,5656.75,6401.96,0,0
305,DEBIT,45509.36,C669820476,16380.1,0.0,C409114138,128.43,45637.79,0,0
223,PAYMENT,225.27,C654271220,23047.19,22821.92,M485382676,13199.85,13425.12,0,0
498,PAYMENT,4152.32,C744248368,2017.19,0.0,M580038719,3236.62,7388.94,0,0
601,CASH_OUT,964.91,C971178877,63.01,0.0,C664181770,4309.13,5274.04,0,0
278,CASH_OUT,803.07,C992309199,10343.21,9540.14,C869540112,383.71,1186.78,0,0
654,DEBIT,1602.46,C830046853,119211.39,117608.93,C451561699,1869.49,3471.95,0,0
539,CASH_OUT,19653.44,C991063136,3314.41,0.0,C212719236,11685.95,31339.39,0,0
87,DEBIT,1548.52,C675293821,248.75,0.0,C268377799,2999.42,4547.94,0,0
149,PAYMENT,1173.71,C828524454,1300.3,126.59,M301642174,18297.94,19471.65,0,0
142,TRANSFER,17121.25,C568785789,343.02,0.0,C394729041,176.39,17297.64,0,0
601,CASH_OUT,7520.66,C481216798,10720.83,3200.17,C205727707,1362.9,8883.56,0,0
352,TRANSFER,12132.05,C298283496,198310.75,186178.7,C489055850,253820.86,265952.91,0,0
663,DEBIT,7364.77,C601478147,16534.6,9169.83,C836115658,1132.87,8497.64,0,0
541,PAYMENT,579.13,C941214959,7931.03,7351.9,M664732947,23470.82,24049.95,0,0
345,CASH_IN,1037.37,C463405541,75077.34,74039.97,C735385258,3148.59,4185.96,0,0
250,CASH_IN,2901.27,C157592937,1751.19,0.0,C651153844,51405.37,54306.64,0,0
589,CASH_IN,1314.03,C554431067,45344.5,44030.47,C881609770,73770.81,75084.84,0,0
337,TRANSFER,51.99,C425699604,28169.34,28117.35,C381107526,800.17,852.16,0,0
465,TRANSFER,28095.8,C516268889,1387.83,0.0,C210932667,10663.79,38759.59,0,0
16,DEBIT,2687.48,C985361518,42207.86,39520.38,C860861399,24026.64,26714.12,0,0
525,DEBIT,1256.82,C695289465,4335.98,3079.16,C402499831,1748.99,3005.81,0,0
118,TRANSFER,76.3,C865574996,128595.49,128519.19,C449331360,459855.11,459931.41,0,0
523,CASH_IN,864.78,C714296942,6491.22,5626.44,C246276162,17834.77,18699.55,0,0
296,DEBIT,9795.75,C537251165,30676.13,20880.38,C864338162,2538.05,12333.8,0,0
43,DEBIT,9909.24,C354828019,219.68,0.0,C456950629,4522.94,14432.18,0,0
455,CASH_IN,3486.75,C543426711,2932.62,0.0,C739584741,55921.7,59408.45,0,0
355,DEBIT,1301.2,C941657139,31585.45,30284.25,C478275776,53962.69,55263.89,0,0
715,TRANSFER,7180.19,C958911153,24131.81,16951.62,C930635939,61090.16,68270.35,0,0
378,CASH_OUT,3675.55,C457170837,4173.68,498.13,C645786731,11460.26,15135.81,0,0
80,TRANSFER,38468.41,C166575258,819.36,0.0,C645234938,5532.54,44000.95,0,0
680,CASH_OUT,13990.79,C263792239,781.59,0.0,C579572507,827.63,14818.42,0,0
338,PAYMENT,2067.53,C422149477,41181.2,39113.67,M579992798,189.34,2256.87,0,0
643,PAYMENT,1228.58,C633276942,2431.32,1202.74,M629526782,4245.77,5474.35,0,0
382,DEBIT,19885.37,C716782983,5759.42,0.0,C293187264,5818.44,25703.81,0,0
291,DEBIT,1540.33,C860251497,18956.15,17415.82,C226134563,7371.48,8911.81,0,0
223,CASH_OUT,366.99,C652240873,2190.93,1823.94,C580367803,66182.43,66549.42,0,0
296,CASH_OUT,5900.91,C890983504,28199.07,22298.16,C730065937,129481.95,135382.86,0,0
495,CASH_OUT,561.47,C740095207,6566.31,6004.84,C604591191,32870.79,33432.26,0,0
40,TRANSFER,3481.49,C118282463,6479.46,2997.97,C629848444,25675.72,29157.21,0,0
728,CASH_IN,3742.9,C406040862,1886.58,0.0,C455337604,60248.72,63991.62,0,0
615,DEBIT,262.82,C405166536,4007.96,3745.14,C687786861,604.48,867.3,0,0
583,DEBIT,1029.08,C838722523,5525.17,4496.09,C891574926,13871.49,14900.57,0,0
473,PAYMENT,450.35,C384704380,2513.5,2063.15,M872694476,52547.68,52998.03,0,0
447,CASH_IN,4803.46,C557812966,12216.99,7413.53,C242347920,368464.65,373268.11,0,0
695,CASH_OUT,4669.3,C705203689,36969.25,32299.95,C466059135,170.21,4839.51,0,0
675,PAYMENT,8923.53,C624607651,445404.1,436480.57,M226071098,1066.37,9989.9,0,0
338,CASH_OUT,5288.45,C490856727,6648.18,1359.73,C729345173,1376.94,6665.39,0,0
352,CASH_OUT,1262.25,C132075033,922.73,0.0,C281200380,43813.89,45076.14,0,0
442,PAYMENT,13748.43,C579695761,1071.81,0.0,M382938907,1728.81,15477.24,0,0
22,TRANSFER,5204.34,C503301834,163572.29,158367.95,C423331410,10858.84,16063.18,0,0
159,CASH_IN,2091.22,C933017703,2279.24,188.02,C264329201,115.61,2206.83,0,0
152,PAYMENT,1593.74,C829650502,39455.6,37861.86,M618268835,763.66,2357.4,0,0
370,PAYMENT,2123.45,C311896936,1000.99,0.0,M964651327,6227.6,8351.05,0,0
290,CASH_IN,602.98,C977285566,6986.94,6383.96,C494941927,1705.98,2308.96,0,0
711,CASH_IN,1267.57,C773896560,177294.47,176026.9,C316851032,178369.19,179636.76,0,0
106,DEBIT,1936.04,C633044518,2317.14,381.1,C783940790,6162.21,8098.25,0,0
58,CASH_IN,10411.36,C463982184,70628.62,60217.26,C403780539,77380.5,87791.86,0,0
345,DEBIT,343.25,C696661555,2515.84,2172.59,C358406313,84242.79,84586.04,0,0
362,DEBIT,28702.13,C481872416,844.66,0.0,C768390362,5339.02,34041.15,0,0
373,DEBIT,3699.21,C567229623,245222.26,241523.05,C960518301,363.06,4062.27,0,0
126,CASH_OUT,513.28,C555226448,540590.59,540077.31,C699409486,7486.54,7999.82,0,0
209,CASH_OUT,26489.75,C500518353,4149.82,0.0,C952907479,3067.81,29557.56,0,0
717,PAYMENT,4038.56,C920649969,59589.54,55550.98,M545186564,72690.24,76728.8,0,0
522,PAYMENT,8171.69,C157948254,1673.9,0.0,M701822323,115724.45,123896.14,0,0
365,TRANSFER,,C914570174,7543.24,0.0,C108352101,6425.93,18723.05,0,0
595,DEBIT,1545.09,C198416831,1857.23,312.14,C132179280,1453.96,2999.05,0,0
428,TRANSFER,4364.35,C915112141,822.1,0.0,C870452025,1648077.26,1652441.61,0,0
301,CASH_IN,,C315739477,649.21,0.0,C185317059,82060.58,93260.25,0,0
91,PAYMENT,5293.94,C497882322,340.29,0.0,M453936413,3044.83,8338.77,0,0
573,PAYMENT,539.83,C444735546,9756.88,9217.05,M922441905,7393.77,7933.6,0,0
96,CASH_OUT,1636.78,C771890969,5401.18,3764.4,C871158463,794.59,2431.37,0,0
468,TRANSFER,4993.43,C726067667,14219.41,9225.98,C348585826,85464.99,90458.42,0,0
401,CASH_OUT,453.31,C696987577,22204.67,21751.36,C512011420,4512.41,4965.72,0,0
631,CASH_IN,6350.35,C831915616,26068.77,19718.42,C360457376,28328.43,34678.78,0,0
685,CASH_IN,767.47,C830112727,8518.64,7751.17,C551222785,485.95,1253.42,0,0
537,CASH_IN,2641.77,C718210853,285.83,0.0,C655826000,115876.33,118518.1,0,0
560,TRANSFER,1336.32,C476089473,105924.99,104588.67,C793883949,12556.08,13892.4,0,0
91,CASH_IN,582.73,C135875791,8518.93,7936.2,C495731664,2447.69,3030.42,0,0
566,DEBIT,589.02,C311423565,2175.35,1586.33,C741257157,2176.65,2765.67,0,0
96,CASH_IN,1806.11,C215992964,13101.74,11295.63,C496666051,4305.58,6111.69,0,0
178,CASH_OUT,1255.57,C146933766,462.54,0.0,C273692135,3405.85,4661.42,0,0
292,PAYMENT,1857.36,C152063166,121139.59,119282.23,M135410190,509613.4,511470.76,0,0
726,TRANSFER,507.4,C303859979,728.71,221.31,C836557272,5041.69,5549.09,0,0
725,CASH_OUT,2375.26,C333145334,11418.38,9043.12,C712745716,41334.7,43709.96,0,0
249,PAYMENT,46303.03,C636628492,7689.14,0.0,M730754081,48263.41,94566.44,0,0
190,CASH_IN,9288.52,C102618797,1273.45,0.0,C814778591,19511.28,28799.8,0,0
557,CASH_OUT,3791.28,C701849764,31697.68,27906.4,C783202070,4242.6,8033.88,0,0
532,PAYMENT,3477.88,C282063358,49224.63,45746.75,M803175580,91356.91,94834.79,0,0
574,CASH_IN,329.97,C671548245,92325.52,91995.55,C760284926,2493.62,2823.59,0,0
541,CASH_OUT,1323.53,C419066892,8363.94,7040.41,C404219591,20160.77,21484.3,0,0
533,PAYMENT,1284.81,C206665169,8330.29,7045.48,M908195329,34690.31,35975.12,0,0
464,PAYMENT,11240.43,C564153807,86774.45,75534.02,M533985707,22865.17,34105.6,0,0
280,CASH_OUT,1305.98,C963701556,106.8,0.0,C245078175,1994.66,3300.64,0,0
557,CASH_IN,3445.64,C349736907,5643.32,2197.68,C421024800,62855.85,66301.49,0,0
717,TRANSFER,777.01,C199541287,274.78,0.0,C299280254,350841.27,351618.28,0,0
191,DEBIT,3673.79,C897637557,338.27,0.0,C922405526,3300.05,6973.84,0,0
446,PAYMENT,40.45,C413642157,5627.84,5587.39,M616184902,22300.55,22341.0,0,0
153,DEBIT,3849.8,C881609660,13696.83,9847.03,C976358087,311958.89,315808.69,0,0
315,PAYMENT,21232.27,C395079173,2910.91,0.0,M132197304,78284.61,99516.88,0,0
475,DEBIT,1403.84,C796046851,362.62,0.0,C700012547,3763.79,5167.63,0,0
701,CASH_OUT,8906.85,C921395107,1963.3,0.0,C278728382,1342.55,10249.4,0,0
614,PAYMENT,21008.52,C980931036,4248.23,0.0,M566104830,1113.92,22122.44,0,0
246,PAYMENT,1530.5,C574962498,14803.5,13273.0,M737677285,192012.23,193542.73,0,0
531,DEBIT,5454.85,C199776782,18328.97,12874.12,C833472359,150766.66,156221.51,0,0
486,TRANSFER,33485.16,C576340661,347715.69,314230.53,C985610240,17342.34,50827.5,0,0
280,DEBIT,2992.8,C754321006,93972.77,90979.97,C708251476,10227.07,13219.87,0,0
319,CASH_OUT,7020.08,C516794755,5723.19,0.0,C665297712,7890.33,14910.41,0,0
680,PAYMENT,2101.16,C194824384,15775.46,13674.3,M428517090,150972.2,153073.36,0,0
394,DEBIT,6694.55,C975580042,24587.69,17893.14,C754832124,1527.71,8222.26,0,0
583,CASH_OUT,1392.42,C762074048,885.42,0.0,C854988861,259.76,1652.18,0,0
256,DEBIT,9471.91,C198624754,26136.04,16664.13,C970132086,574.14,10046.05,0,0
339,DEBIT,1847.14,C967675976,1572.14,0.0,C569399537,31241.67,33088.81,0,0
319,PAYMENT,1971.13,C801791734,2278.75,307.62,M254804294,1991.75,3962.88,0,0
630,CASH_OUT,20168.67,C399733681,3302.64,0.0,C110991797,3163.79,23332.46,0,0
642,CASH_OUT,3097.11,C506792104,194.04,0.0,C950659887,4131.02,7228.13,0,0
12,TRANSFER,5135.3,C696484327,1440.86,0.0,C707035905,2695.15,7830.45,0,0
275,PAYMENT,2586.65,C922134488,196206.52,193619.87,M732594903,160.34,2746.99,0,0
400,PAYMENT,3619.08,C549145639,2104.44,0.0,M816907267,8048.93,11668.01,0,0
66,TRANSFER,18335.93,C230712174,13034.46,0.0,C810052797,48498.34,66834.27,0,0
187,TRANSFER,376.11,C249363071,59717.85,59341.74,C719053502,3225.12,3601.23,0,0
249,CASH_OUT,1651.41,C814026551,4441.56,2790.15,C929047835,9411.46,11062.87,0,0
273,CASH_OUT,353.43,C512004044,53315.36,52961.93,C701493999,29616.5,29969.93,0,0
141,PAYMENT,262.59,C299435532,3190.45,2927.86,M156320466,6588.82,6851.41,0,0
479,CASH_OUT,2445.19,C323111470,80.27,0.0,C347394195,525.53,2970.72,0,0
724,PAYMENT,7096.88,C699144877,4121.74,0.0,M930580016,11632.53,18729.41,0,0
55,DEBIT,1363.33,C515329905,992.77,0.0,C825301769,12630.47,13993.8,0,0
209,CASH_IN,2842.56,C652634667,129634.18,126791.62,C544178785,5762.99,8605.55,0,0
309,PAYMENT,2421.73,C858968068,6605.67,4183.94,M659233308,4543.14,6964.87,0,0
508,DEBIT,1445.83,C638420385,537.7,0.0,C362645347,8514.98,9960.81,0,0
272,CASH_IN,9348.51,C945274894,54440.06,45091.55,C454015239,2142.03,11490.54,0,0
599,DEBIT,259.76,C513435872,64169.96,63910.2,C837108808,14167.64,14427.4,0,0
692,DEBIT,11489.87,C932748719,1123.25,0.0,C582491954,1910.79,13400.66,0,0
668,PAYMENT,198.78,C979873401,1314.3,1115.52,M815202893,360.28,559.06,0,0
472,DEBIT,6283.57,C639464740,5114.86,0.0,C513791131,104.36,6387.93,0,0
694,TRANSFER,688.5,C102285964,110.78,0.0,C158102027,22750.8,23439.3,0,0
346,DEBIT,,C172052215,69554.17,26485.81,C888943264,242.76,43311.12,0,0
406,CASH_OUT,460.7,C784189736,12898.39,12437.69,C903814834,286352.09,286812.79,0,0
668,PAYMENT,518.15,C555641359,9123.7,8605.55,M380395086,283378.85,283897.0,0,0
617,DEBIT,240.38,C383433113,77.31,0.0,C330677893,2345.96,2586.34,0,0
230,PAYMENT,3874.24,C277821118,800.28,0.0,M601321630,4044.13,7918.37,0,0
377,CASH_IN,8896.08,C541401151,11463.65,2567.57,C215288636,41024.43,49920.51,0,0
445,DEBIT,1231.88,C481319726,4487.73,3255.85,C307106436,10038.19,11270.07,0,0
260,DEBIT,5291.61,C290666050,12502.9,7211.29,C145431054,250390.05,255681.66,0,0
299,CASH_IN,12815.73,C262055065,46299.87,33484.14,C194253197,319.29,13135.02,0,0
442,TRANSFER,786.56,C575750110,1623.74,837.18,C368499883,300.42,1086.98,0,0
733,PAYMENT,976.06,C207107884,61007.41,60031.35,M495844223,2872.45,3848.51,0,0
52,CASH_OUT,1516.0,C367963335,3591.5,2075.5,C449822007,410.77,1926.77,0,0
647,CASH_IN,9024.44,C716799041,7669.71,0.0,C199523272,3618.21,12642.65,0,0
541,TRANSFER,35954.72,C473234231,13198.54,0.0,C820126282,20619.45,56574.17,0,0
349,CASH_IN,719.47,C538997106,908.26,188.79,C501650505,670.84,1390.31,0,0
242,CASH_IN,54512.02,C340301385,11417.54,0.0,C439945420,16696.84,71208.86,0,0
328,TRANSFER,20075.29,C153324248,8607.6,0.0,C683496062,134.83,20210.12,0,0
641,CASH_IN,7875.9,C382513593,1643.94,0.0,C301366278,25358.78,33234.68,0,0
191,CASH_OUT,3918.11,C861897614,819.36,0.0,C704145800,1760.53,5678.64,0,0
488,TRANSFER,4854.21,C554530192,9616.76,4762.55,C541046538,473346.27,478200.48,0,0
191,CASH_OUT,6103.63,C626099673,1824.27,0.0,C821144550,79370.39,85474.02,0,0
709,TRANSFER,1011.64,C869512633,69164.91,68153.27,C151132090,47152.44,48164.08,0,0
132,DEBIT,26579.53,C322487097,8129.63,0.0,C319532141,36321.28,62900.81,0,0
99,TRANSFER,3588.47,C101679155,101147.68,97559.21,C531871563,1535.46,5123.93,0,0
518,CASH_IN,4743.11,C760998359,8314.67,3571.56,C183129352,7695.06,12438.17,0,0
45,PAYMENT,843.02,C140974330,8231.42,7388.4,M490445159,3198.93,4041.95,0,0
130,CASH_OUT,372.8,C747615429,460560.62,460187.82,C187533093,6078.16,6450.96,0,0
274,TRANSFER,2791.04,C475349791,4084.58,1293.54,C592985002,2510.94,5301.98,0,0
595,DEBIT,1907.56,C993228000,1059247.01,1057339.45,C923154369,98164.17,100071.73,0,0
371,PAYMENT,183330.11,C763716959,69950.11,0.0,M742739685,1974.36,185304.47,0,0
342,CASH_IN,11457.62,C242491462,4537.81,0.0,C607967437,937.98,12395.6,0,0
721,CASH_IN,18341.97,C293477892,5255.86,0.0,C477256159,2856.62,21198.59,0,0
636,TRANSFER,29332.27,C560865548,13973.61,0.0,C202738319,111487.97,140820.24,0,0
297,CASH_IN,29546.59,C331465225,2015.89,0.0,C439871512,214.42,29761.01,0,0
199,TRANSFER,2056.68,C148046962,9383.74,7327.06,C435126898,11286.02,13342.7,0,0
643,CASH_IN,2143.18,C619669574,2992.63,849.45,C614467138,299.38,2442.56,0,0
127,DEBIT,1341.45,C337109354,4365.45,3024.0,C143109118,398.14,1739.59,0,0
79,PAYMENT,11277.77,C111638847,238655.47,227377.7,M739239872,8767.34,20045.11,0,0
144,CASH_OUT,393.76,C216753273,1002051.32,1001657.56,C531057372,27264.99,27658.75,0,0
602,TRANSFER,15831.87,C589384018,8069.84,0.0,C408701543,7741.08,23572.95,0,0
206,DEBIT,3910.89,C983803428,8165.08,4254.19,C593815497,1738.27,5649.16,0,0
290,CASH_IN,4073.31,C579974763,22417.5,18344.19,C356846305,2722.8,6796.11,0,0
45,CASH_OUT,6099.92,C404318319,58886.59,52786.67,C363957019,6133.39,12233.31,0,0
