date,base_currency,quote_currency,exchange_rate,ecb_main_refinancing_rate,inflation_rate_yoy
2022-09-06,EUR,GBP,0.861464,3.3855,3.41
2022-09-06,EUR,CHF,0.947055,3.6023,4.05
2022-09-06,EUR,NOK,11.567118,3.5028,1.08
2022-09-06,EUR,JPY,157.948358,3.5488,3.35
2022-09-06,EUR,USD,1.085819,3.5122,4.08
2022-09-07,EUR,DKK,7.532454,3.5227,0.64
2022-09-07,EUR,SEK,11.154902,3.5863,0.06
2022-09-07,EUR,BGN,1.950177,3.5357,2.19
2022-09-07,EUR,JPY,158.252205,3.4759,3.78
2022-09-07,EUR,NOK,11.439563,3.358,2.43
2022-09-07,EUR,RON,4.960238,3.6304,0.73
2022-09-07,EUR,PLN,4.3175,3.4936,2.95
2022-09-07,EUR,CZK,25.100514,3.5929,0.85
2022-09-07,EUR,USD,1.082722,3.5284,1.08
2022-09-07,EUR,CHF,0.947415,3.6008,3.28
2022-09-07,EUR,HUF,386.951421,3.4591,4.01
2022-09-08,EUR,RON,4.911781,3.498,3.58
2022-09-08,EUR,CZK,24.929151,3.424,2.35
2022-09-08,EUR,JPY,158.404439,3.2741,2.71
2022-09-08,EUR,SEK,11.202267,3.5157,0.95
2022-09-08,EUR,GBP,0.86144,3.8132,2.69
2022-09-08,EUR,NOK,11.515696,3.5385,3.13
2022-09-08,EUR,BGN,1.954966,3.3945,4.04
2022-09-08,EUR,HUF,388.935961,3.4531,3.69
2022-09-09,EUR,DKK,7.468073,3.4725,
2022-09-09,EUR,SEK,11.205271,3.4228,2.42
2022-09-09,EUR,NOK,11.44752,3.5054,-0.07
2022-09-09,EUR,BGN,1.967244,3.4614,3.27
2022-09-09,EUR,HUF,384.859487,3.6146,2.04
2022-09-09,EUR,RON,4.961857,3.3736,3.83
2022-09-09,EUR,GBP,0.860665,3.4523,2.31
2022-09-09,EUR,USD,1.078863,3.4627,1.65
2022-09-09,EUR,PLN,4.362511,3.561,3.71
2022-09-09,EUR,JPY,157.175754,3.3739,3.42
2022-09-09,EUR,CHF,0.948713,3.5664,0.13
2022-09-12,EUR,BGN,1.977628,3.4369,4.01
2022-09-12,EUR,DKK,7.513315,3.3997,3.67
2022-09-12,EUR,RON,4.943268,3.4485,1.22
2022-09-12,EUR,SEK,11.169296,3.4475,1.63
2022-09-12,EUR,HUF,385.084008,3.3585,2.74
2022-09-12,EUR,PLN,4.326167,3.4183,3.28
2022-09-12,EUR,GBP,0.858374,3.5667,2.55
2022-09-12,EUR,CZK,25.282108,3.3863,0.58
2022-09-12,EUR,CHF,0.942736,3.5435,1.93
2022-09-12,EUR,USD,1.084137,3.6106,3.55
2022-09-12,EUR,NOK,11.622951,3.5737,2.46
2022-09-13,EUR,DKK,7.467984,3.4957,4.24
2022-09-13,EUR,HUF,384.481847,3.3847,2.97
2022-09-13,EUR,CHF,0.953168,3.5019,0.67
2022-09-13,EUR,NOK,11.532094,3.326,2.42
2022-09-13,EUR,USD,1.081572,3.5266,3.48
2022-09-13,EUR,SEK,11.166022,3.5749,3.8
2022-09-13,EUR,PLN,4.297191,3.4831,1.87
2022-09-13,EUR,JPY,158.976726,3.5287,3.94
2022-09-13,EUR,BGN,1.968193,3.2498,3.93
2022-09-13,EUR,RON,4.988413,3.5659,2.7
2022-09-13,EUR,GBP,0.855774,3.5265,1.04
2022-09-14,EUR,DKK,7.409111,3.5183,3.02
2022-09-14,EUR,USD,1.085383,3.5076,3.38
2022-09-14,EUR,BGN,1.953487,3.6594,2.81
2022-09-14,EUR,CHF,0.949192,3.4388,2.61
2022-09-14,EUR,GBP,0.85783,3.5876,2.03
2022-09-14,EUR,SEK,11.225923,3.5226,1.51
2022-09-14,EUR,JPY,159.707415,3.5207,2.9
2022-09-14,EUR,RON,4.995092,3.6074,1.75
2022-09-14,EUR,PLN,4.282749,3.3651,3.04
2022-09-15,EUR,RON,4.988659,3.4094,4.09
2022-09-15,EUR,NOK,11.571151,3.5363,3.54
2022-09-15,EUR,USD,1.072471,3.5794,0.83
2022-09-15,EUR,BGN,1.971062,3.3103,1.05
2022-09-15,EUR,CHF,0.95207,3.4372,3.08
2022-09-15,EUR,DKK,7.488195,3.6243,2.26
2022-09-15,EUR,GBP,0.862978,3.3424,2.18
2022-09-15,EUR,PLN,4.359792,3.525,1.34
2022-09-16,EUR,NOK,11.426465,3.4797,-0.49
2022-09-16,EUR,CZK,25.1889,3.439,2.05
2022-09-16,EUR,RON,4.968269,3.6456,1.05
2022-09-16,EUR,GBP,0.864471,3.6271,3.02
2022-09-16,EUR,SEK,11.187245,3.3126,2.41
2022-09-16,EUR,PLN,4.289541,3.76,1.26
2022-09-16,EUR,JPY,159.215723,3.4651,3.66
2022-09-16,EUR,CHF,0.957074,3.5064,2.86
2022-09-16,EUR,DKK,7.487181,3.5608,
2022-09-16,EUR,HUF,387.021487,3.5175,2.44
2022-09-16,EUR,USD,1.078951,3.3132,3.58
2022-09-19,EUR,CHF,0.945908,3.4044,2.91
2022-09-19,EUR,DKK,7.423783,3.4713,3.2
2022-09-19,EUR,CZK,24.950117,3.6062,3.73
2022-09-19,EUR,HUF,383.015682,3.3974,2.3
2022-09-19,EUR,USD,1.088039,3.4611,2.34
2022-09-19,EUR,SEK,11.190851,3.6185,0.87
2022-09-19,EUR,RON,4.992778,3.5371,2.72
2022-09-19,EUR,BGN,1.96148,3.3961,3.03
2022-09-19,EUR,NOK,11.510827,3.5277,4.77
2022-09-19,EUR,PLN,4.297886,3.4669,4.01
2022-09-19,EUR,GBP,0.860324,3.4877,0.52
2022-09-19,EUR,JPY,157.30116,3.4542,1.61
2022-09-20,EUR,CZK,24.936841,3.5776,1.01
2022-09-20,EUR,CHF,0.948472,3.3911,0.6
2022-09-20,EUR,HUF,386.655596,3.5265,2.97
2022-09-20,EUR,GBP,0.855782,3.4211,3.82
2022-09-20,EUR,RON,5.011085,3.3651,4.59
2022-09-20,EUR,USD,1.083404,3.5059,1.32
2022-09-20,EUR,DKK,7.452849,3.541,3.36
2022-09-20,EUR,SEK,11.182466,3.7907,3.25
2022-09-20,EUR,PLN,4.335268,3.3763,2.22
2022-09-20,EUR,NOK,11.587406,3.4858,3.6
2022-09-21,EUR,PLN,4.298732,3.4869,2.22
2022-09-21,EUR,CHF,0.946044,3.4848,2.89
2022-09-21,EUR,JPY,159.326836,3.5425,
2022-09-21,EUR,HUF,385.149066,3.4235,1.37
2022-09-21,EUR,RON,4.976706,3.4481,1.58
2022-09-21,EUR,NOK,11.459145,3.4585,2.83
2022-09-21,EUR,DKK,7.445523,3.5219,1.94
2022-09-21,EUR,GBP,0.859611,3.5019,2.59
2022-09-21,EUR,SEK,11.244351,3.5931,1.87
2022-09-21,EUR,CZK,25.118642,3.5774,2.32
2022-09-21,EUR,USD,1.080423,3.5628,3.22
2022-09-22,EUR,RON,4.936597,3.4667,2.65
2022-09-22,EUR,JPY,159.042762,3.5028,3.23
2022-09-22,EUR,GBP,0.855272,3.3901,4.42
2022-09-22,EUR,BGN,1.970387,3.5333,3.94
2022-09-22,EUR,SEK,11.223643,3.6283,2.87
2022-09-22,EUR,PLN,4.315117,3.4605,2.32
2022-09-22,EUR,CHF,0.9485,3.4856,2.94
2022-09-22,EUR,DKK,7.463469,3.524,3.11
2022-09-22,EUR,CZK,25.129511,3.6113,2.87
2022-09-22,EUR,USD,1.08603,3.6814,3.01
2022-09-22,EUR,NOK,11.502174,3.3222,3.01
2022-09-23,EUR,HUF,383.990587,3.4984,3.09
2022-09-23,EUR,CHF,0.94692,3.5508,5.33
2022-09-23,EUR,SEK,11.264169,3.4423,2.3
2022-09-23,EUR,BGN,1.96291,3.4723,1.6
2022-09-23,EUR,CZK,25.182909,3.3696,1.45
2022-09-23,EUR,RON,4.982303,3.3878,1.88
2022-09-23,EUR,JPY,158.101044,3.4881,2.86
2022-09-23,EUR,DKK,7.462909,3.6117,1.46
2022-09-23,EUR,NOK,11.504844,3.6267,1.96
2022-09-23,EUR,USD,1.07952,3.5181,1.6
2022-09-23,EUR,GBP,0.858594,3.766,2.59
2022-09-23,EUR,PLN,4.326722,3.3218,1.08
2022-09-26,EUR,RON,4.957246,3.557,3.67
2022-09-26,EUR,CHF,0.944981,3.496,1.99
2022-09-26,EUR,GBP,0.858055,3.4833,3.34
2022-09-26,EUR,DKK,7.463265,3.5858,1.93
2022-09-26,EUR,JPY,158.52915,3.6098,2.99
2022-09-26,EUR,SEK,11.199596,3.3766,2.79
2022-09-26,EUR,BGN,1.9445,3.6353,3.64
2022-09-26,EUR,USD,1.07761,3.526,4.16
2022-09-26,EUR,PLN,4.317697,3.3661,1.31
2022-09-26,EUR,CZK,24.903641,3.4204,2.54
2022-09-26,EUR,NOK,11.469509,3.5921,2.29
2022-09-26,EUR,HUF,387.562268,3.4809,
2022-09-27,EUR,GBP,0.857682,3.5853,-0.49
2022-09-27,EUR,USD,1.078904,3.4164,2.55
2022-09-27,EUR,RON,4.979271,3.525,0.8
2022-09-27,EUR,HUF,383.57458,3.46,2.84
2022-09-27,EUR,PLN,4.285918,3.3351,1.1
2022-09-27,EUR,CZK,25.082102,3.4435,4.03
2022-09-27,EUR,SEK,11.263254,3.4616,3.08
2022-09-27,EUR,CHF,0.953314,3.5108,2.45
2022-09-27,EUR,DKK,7.45798,3.5411,3.22
2022-09-27,EUR,NOK,11.505541,3.4571,2.89
2022-09-27,EUR,BGN,1.965064,3.6013,0.69
2022-09-27,EUR,JPY,157.667639,3.7066,2.22
2022-09-28,EUR,SEK,11.075343,3.714,3.22
2022-09-28,EUR,CZK,25.170137,3.4552,2.29
2022-09-28,EUR,HUF,382.663783,3.7301,3.85
2022-09-28,EUR,RON,4.97273,3.4636,3.54
2022-09-28,EUR,GBP,0.863707,3.37,1.79
2022-09-28,EUR,BGN,1.971216,3.6204,1.37
2022-09-28,EUR,USD,1.082393,3.4383,0.78
2022-09-28,EUR,NOK,11.514838,3.3865,1.86
2022-09-28,EUR,JPY,158.309388,3.3225,4.93
2022-09-28,EUR,DKK,7.48882,3.3717,4.27
2022-09-28,EUR,PLN,4.317891,,4.13
2022-09-28,EUR,CHF,0.950582,3.5029,3.13
2022-09-29,EUR,PLN,4.299451,3.7647,2.92
2022-09-29,EUR,RON,4.957992,3.4331,2.39
2022-09-29,EUR,CZK,24.968659,3.3869,3.16
2022-09-29,EUR,HUF,383.73733,3.3473,1.51
2022-09-29,EUR,DKK,7.549092,3.4138,1.57
2022-09-29,EUR,JPY,158.279777,3.5477,0.99
2022-09-29,EUR,GBP,0.856461,3.344,2.21
2022-09-29,EUR,SEK,11.145776,3.4445,2.57
2022-09-29,EUR,CHF,0.946776,3.3969,1.93
2022-09-29,EUR,USD,1.079104,3.244,2.7
2022-09-30,EUR,NOK,11.622487,3.5205,1.78
2022-09-30,EUR,BGN,1.961664,3.4743,0.75
2022-09-30,EUR,DKK,7.415478,3.5044,1.91
2022-09-30,EUR,SEK,11.287747,3.4843,2.46
2022-09-30,EUR,GBP,0.856753,3.5726,2.55
2022-09-30,EUR,RON,4.91604,3.7554,2.25
2022-09-30,EUR,PLN,4.308004,3.354,1.66
2022-09-30,EUR,CHF,0.947899,3.3083,1.31
2022-09-30,EUR,JPY,159.843961,3.5301,4.19
2022-09-30,EUR,HUF,384.129894,3.5416,0.99
2022-09-30,EUR,USD,1.082113,3.4452,1.39
2022-10-03,EUR,USD,1.073989,3.3902,0.86
2022-10-03,EUR,GBP,0.863676,3.4557,3.62
2022-10-03,EUR,NOK,11.500323,3.4637,0.62
2022-10-03,EUR,BGN,1.949481,3.2729,1.64
2022-10-03,EUR,SEK,11.097125,3.49,-0.14
2022-10-03,EUR,DKK,7.496963,3.5467,2.15
2022-10-03,EUR,HUF,383.091138,3.4695,3.29
2022-10-03,EUR,RON,4.943379,3.5571,3.36
2022-10-03,EUR,PLN,4.330653,3.6939,3.09
2022-10-03,EUR,JPY,157.94305,3.486,3.34
2022-10-03,EUR,CZK,25.025615,3.5826,2.79
2022-10-04,EUR,NOK,11.572622,3.4894,3.46
2022-10-04,EUR,DKK,7.460669,3.5226,3.19
2022-10-04,EUR,RON,4.939094,3.5467,1.63
2022-10-04,EUR,USD,1.08376,3.4929,1.98
2022-10-04,EUR,CHF,0.950891,3.5067,-0.12
2022-10-04,EUR,CZK,25.350856,3.4926,2.47
2022-10-04,EUR,JPY,158.758496,3.4726,2.92
2022-10-04,EUR,GBP,0.862032,3.5774,1.58
2022-10-04,EUR,PLN,4.3195,3.525,4.21
2022-10-04,EUR,HUF,386.162438,3.4253,2.09
2022-10-04,EUR,BGN,1.977033,3.4751,1.88
2022-10-04,EUR,SEK,11.206319,3.6858,4.47
2022-10-05,EUR,NOK,11.454673,3.5802,3.47
2022-10-05,EUR,CHF,0.944718,3.6458,4.16
2022-10-05,EUR,HUF,384.357669,3.5738,2.03
2022-10-05,EUR,CZK,25.012366,3.447,2.34
2022-10-05,EUR,USD,1.082406,3.5317,5.15
2022-10-05,EUR,BGN,1.954324,3.5285,4.07
2022-10-05,EUR,DKK,7.416559,3.5624,6.65
2022-10-05,EUR,RON,4.975191,3.3986,2.0
2022-10-05,EUR,JPY,158.927389,3.5545,3.75
2022-10-05,EUR,GBP,0.867852,3.3754,0.86
2022-10-06,EUR,CHF,0.9467,3.3526,2.85
2022-10-06,EUR,NOK,11.511961,3.4227,1.2
2022-10-06,EUR,JPY,158.537537,3.4904,0.63
2022-10-06,EUR,DKK,7.36556,3.6269,1.64
2022-10-06,EUR,CZK,25.160059,,3.88
2022-10-06,EUR,GBP,0.861476,3.5713,2.67
2022-10-06,EUR,SEK,11.236246,3.4382,1.98
2022-10-06,EUR,BGN,1.966905,3.4936,0.84
2022-10-06,EUR,RON,4.999683,3.506,3.9
2022-10-07,EUR,SEK,11.087927,3.5167,3.75
2022-10-07,EUR,PLN,4.344271,3.6518,3.76
2022-10-07,EUR,JPY,160.387646,3.4693,1.39
2022-10-07,EUR,CHF,0.950067,3.4569,2.67
2022-10-07,EUR,BGN,1.968784,3.3271,1.97
2022-10-07,EUR,NOK,11.548825,3.6224,2.9
2022-10-07,EUR,GBP,0.856326,3.4118,0.07
2022-10-07,EUR,RON,4.985841,3.6944,1.71
2022-10-07,EUR,USD,1.083012,3.4012,1.17
2022-10-07,EUR,HUF,384.6942,3.5127,5.14
2022-10-10,EUR,JPY,159.230996,3.5817,3.34
2022-10-10,EUR,GBP,0.860333,3.5002,2.39
2022-10-10,EUR,SEK,11.228576,3.3608,2.73
2022-10-10,EUR,HUF,380.616779,3.4829,1.52
2022-10-10,EUR,BGN,1.9713,3.525,3.16
2022-10-10,EUR,RON,4.944835,3.442,1.54
2022-10-10,EUR,USD,1.075804,3.6542,2.86
2022-10-10,EUR,NOK,11.559773,3.4768,2.26
2022-10-10,EUR,PLN,4.320794,3.5142,2.26
2022-10-10,EUR,DKK,7.522773,3.3608,2.64
2022-10-10,EUR,CZK,24.944408,3.4221,4.56
2022-10-10,EUR,CHF,0.943957,3.4935,2.43
2022-10-11,EUR,CZK,25.184983,3.471,1.87
2022-10-11,EUR,USD,1.082209,3.4078,5.81
2022-10-11,EUR,NOK,11.41275,3.5523,3.16
2022-10-11,EUR,CHF,0.945984,3.2685,1.89
2022-10-11,EUR,RON,4.935327,3.5859,2.64
2022-10-11,EUR,GBP,0.867081,3.5917,0.69
2022-10-11,EUR,BGN,1.953379,3.6819,
2022-10-11,EUR,SEK,11.276043,3.4951,3.33
2022-10-11,EUR,JPY,157.583017,3.4481,1.32
2022-10-11,EUR,DKK,7.427396,3.4043,2.06
2022-10-12,EUR,NOK,11.507125,3.2755,2.37
2022-10-12,EUR,PLN,4.312197,3.4212,2.89
2022-10-12,EUR,DKK,7.491311,3.4696,3.04
2022-10-12,EUR,JPY,159.352552,3.5072,3.58
2022-10-12,EUR,GBP,0.857357,3.4177,2.66
2022-10-12,EUR,SEK,11.22231,3.4815,3.09
2022-10-12,EUR,BGN,1.961315,3.5963,1.45
2022-10-12,EUR,CZK,25.064743,3.574,3.05
2022-10-12,EUR,RON,4.900237,3.6022,0.55
2022-10-13,EUR,CHF,0.944854,3.666,1.31
2022-10-13,EUR,GBP,0.862882,3.6013,3.57
2022-10-13,EUR,NOK,11.540591,3.3822,4.37
2022-10-13,EUR,RON,4.976209,3.5269,0.96
2022-10-13,EUR,USD,1.078689,,2.86
2022-10-13,EUR,SEK,11.265822,3.7446,3.12
2022-10-13,EUR,JPY,158.401582,3.5843,5.14
2022-10-13,EUR,CZK,25.078937,3.6953,3.63
2022-10-13,EUR,BGN,1.955287,3.5455,2.51
2022-10-13,EUR,DKK,7.436338,3.4019,4.94
2022-10-13,EUR,HUF,381.631372,3.4729,5.57
2022-10-14,EUR,USD,1.070139,3.5429,5.2
2022-10-14,EUR,CZK,25.10229,3.4191,4.03
2022-10-14,EUR,PLN,4.276409,3.6977,1.8
2022-10-14,EUR,CHF,0.951209,3.4515,3.76
2022-10-14,EUR,BGN,1.955658,3.6036,1.35
2022-10-14,EUR,GBP,0.862666,3.4706,1.91
2022-10-14,EUR,HUF,384.549228,3.4938,2.81
2022-10-14,EUR,DKK,7.438864,3.469,3.88
2022-10-14,EUR,RON,4.950755,3.3825,2.19
2022-10-14,EUR,SEK,11.099725,3.492,3.23
2022-10-14,EUR,JPY,157.746832,3.5084,0.24
2022-10-17,EUR,PLN,4.332009,3.3337,4.36
2022-10-17,EUR,SEK,11.123292,3.3963,2.45
2022-10-17,EUR,CZK,25.027293,3.339,
2022-10-17,EUR,RON,4.938665,3.5198,1.83
2022-10-17,EUR,DKK,7.423838,3.47,1.45
2022-10-17,EUR,BGN,1.953824,3.4386,3.78
2022-10-17,EUR,USD,1.074232,3.3034,3.29
2022-10-17,EUR,GBP,0.862077,3.4961,4.19
2022-10-17,EUR,CHF,0.951858,3.3564,2.75
2022-10-17,EUR,JPY,159.239853,3.4374,3.69
2022-10-18,EUR,DKK,7.422835,3.4439,2.47
2022-10-18,EUR,CHF,0.950241,3.5345,
2022-10-18,EUR,CZK,24.959499,3.5083,3.15
2022-10-18,EUR,SEK,11.317875,3.4797,3.6
2022-10-18,EUR,JPY,157.129869,3.5872,1.8
2022-10-18,EUR,NOK,11.557092,3.4803,2.63
2022-10-18,EUR,HUF,384.908299,3.4974,2.58
2022-10-18,EUR,BGN,1.947212,3.6118,1.72
2022-10-18,EUR,GBP,0.866695,3.4215,2.57
2022-10-19,EUR,BGN,1.964465,3.4689,2.43
2022-10-19,EUR,GBP,0.864218,3.6131,2.19
2022-10-19,EUR,USD,1.0822,3.6353,2.84
2022-10-19,EUR,CZK,24.929713,3.4634,1.71
2022-10-19,EUR,SEK,11.209718,3.4828,2.86
2022-10-19,EUR,JPY,157.449674,3.5595,
2022-10-19,EUR,NOK,11.523253,3.6404,3.57
2022-10-19,EUR,CHF,0.951695,3.6526,2.55
2022-10-19,EUR,HUF,384.789179,3.5482,1.18
2022-10-19,EUR,RON,4.965006,3.5609,3.57
2022-10-20,EUR,RON,4.97652,3.4414,1.05
2022-10-20,EUR,BGN,1.950577,3.5471,2.16
2022-10-20,EUR,SEK,11.187651,3.4742,3.16
2022-10-20,EUR,PLN,4.289999,3.4972,3.62
2022-10-20,EUR,HUF,379.803267,3.5153,2.2
2022-10-20,EUR,USD,1.078064,3.3568,3.71
2022-10-20,EUR,GBP,0.862271,3.4823,3.71
2022-10-20,EUR,JPY,159.00886,3.5589,0.46
2022-10-20,EUR,DKK,7.471537,3.466,3.47
2022-10-20,EUR,CHF,0.938287,3.2644,4.21
2022-10-21,EUR,CZK,25.25514,3.5464,4.53
2022-10-21,EUR,RON,4.993273,3.6849,2.85
2022-10-21,EUR,BGN,1.959288,3.479,1.77
2022-10-21,EUR,HUF,384.449321,3.5432,4.08
2022-10-21,EUR,PLN,4.308696,3.5256,3.5
2022-10-21,EUR,JPY,158.916675,3.4998,1.86
2022-10-21,EUR,GBP,0.855532,3.4385,0.91
2022-10-21,EUR,SEK,11.253594,3.4362,1.15
2022-10-21,EUR,USD,1.08134,3.4098,1.36
2022-10-21,EUR,DKK,7.46136,3.5659,1.14
2022-10-21,EUR,NOK,11.357918,3.6293,2.78
2022-10-24,EUR,SEK,11.208178,3.3828,2.42
2022-10-24,EUR,DKK,7.462641,3.436,1.42
2022-10-24,EUR,GBP,0.859651,3.4952,3.52
2022-10-24,EUR,NOK,11.617234,3.5513,3.9
2022-10-24,EUR,JPY,159.28311,3.3652,2.35
2022-10-24,EUR,BGN,1.969568,3.5248,4.21
2022-10-24,EUR,USD,1.071624,3.5386,1.73
2022-10-24,EUR,CHF,0.945671,3.4863,0.98
2022-10-24,EUR,PLN,4.296233,3.4078,2.89
2022-10-24,EUR,CZK,25.069702,3.3092,4.76
2022-10-24,EUR,RON,4.981335,3.4046,6.37
2022-10-24,EUR,HUF,385.038737,3.5823,2.19
2022-10-25,EUR,RON,4.946952,3.5,2.26
2022-10-25,EUR,JPY,158.759741,3.4197,3.21
2022-10-25,EUR,CHF,0.952528,3.5501,2.77
2022-10-25,EUR,USD,1.07919,3.5789,0.36
2022-10-25,EUR,DKK,7.436418,3.4745,3.93
2022-10-25,EUR,GBP,0.860848,3.3721,2.21
2022-10-25,EUR,SEK,11.221046,3.5895,2.68
2022-10-25,EUR,CZK,25.095086,3.285,2.03
2022-10-25,EUR,BGN,1.967586,3.5499,3.3
2022-10-26,EUR,CZK,25.250219,3.47,3.07
2022-10-26,EUR,GBP,0.863399,3.6376,1.29
2022-10-26,EUR,JPY,158.104325,3.5748,
2022-10-26,EUR,RON,5.0317,3.4279,3.63
2022-10-26,EUR,BGN,1.945194,3.3746,3.09
2022-10-26,EUR,USD,1.070435,3.3559,3.28
2022-10-26,EUR,SEK,11.111673,3.3704,3.3
2022-10-26,EUR,NOK,11.533728,3.4002,5.07
2022-10-26,EUR,CHF,0.952885,3.6486,-0.71
2022-10-26,EUR,DKK,7.448382,3.6031,4.21
2022-10-27,EUR,USD,1.073406,3.447,2.27
2022-10-27,EUR,PLN,4.316345,3.5912,4.94
2022-10-27,EUR,RON,4.999459,3.3126,0.17
2022-10-27,EUR,DKK,7.505171,3.5282,3.8
2022-10-27,EUR,CHF,0.95622,3.4601,2.99
2022-10-27,EUR,NOK,11.435743,3.4676,1.62
2022-10-27,EUR,CZK,25.063636,3.3105,1.76
2022-10-27,EUR,HUF,386.962683,3.5145,2.86
2022-10-27,EUR,BGN,1.949075,3.5062,2.61
2022-10-28,EUR,PLN,4.345802,3.5106,2.58
2022-10-28,EUR,NOK,11.486558,3.3965,1.12
2022-10-28,EUR,HUF,383.35449,3.6213,2.28
2022-10-28,EUR,JPY,157.26712,3.6079,1.62
2022-10-28,EUR,CHF,0.954651,3.5173,2.77
2022-10-28,EUR,GBP,0.859774,3.4401,4.55
2022-10-28,EUR,RON,4.975296,3.4564,1.7
2022-10-28,EUR,BGN,1.960279,3.4321,3.69
2022-10-28,EUR,SEK,11.193414,3.3741,4.05
2022-10-28,EUR,CZK,25.072083,3.5602,2.34
2022-10-31,EUR,SEK,11.183466,3.5699,
2022-10-31,EUR,PLN,4.314148,3.5342,2.97
2022-10-31,EUR,DKK,7.511477,3.506,1.85
2022-10-31,EUR,HUF,384.624257,3.3401,3.45
2022-10-31,EUR,NOK,11.43203,3.5728,0.19
2022-10-31,EUR,GBP,0.864614,3.4833,3.31
2022-10-31,EUR,BGN,1.946294,3.4127,3.9
2022-10-31,EUR,CZK,25.239464,3.4422,3.11
2022-10-31,EUR,JPY,158.515229,3.5952,2.68
2022-10-31,EUR,USD,1.084248,3.4329,4.27
2022-10-31,EUR,CHF,0.948217,3.4821,1.41
2022-11-01,EUR,RON,4.987674,3.562,1.77
2022-11-01,EUR,CHF,0.952402,3.5456,3.5
2022-11-01,EUR,DKK,7.421807,3.4253,2.69
2022-11-01,EUR,USD,1.081076,3.3437,2.4
2022-11-01,EUR,JPY,159.932581,3.4874,2.61
2022-11-01,EUR,BGN,1.972034,3.43,0.89
2022-11-01,EUR,HUF,382.392663,3.3747,3.85
2022-11-01,EUR,SEK,11.103604,3.505,2.09
2022-11-01,EUR,CZK,25.147281,3.5352,3.15
2022-11-01,EUR,NOK,11.543154,3.6813,2.03
2022-11-02,EUR,GBP,0.864898,3.4177,3.44
2022-11-02,EUR,CHF,0.95444,3.5469,4.35
2022-11-02,EUR,SEK,11.192799,3.3998,0.35
2022-11-02,EUR,NOK,11.420248,3.3235,3.63
2022-11-02,EUR,HUF,386.232519,3.388,2.9
2022-11-02,EUR,PLN,4.312738,3.523,3.21
2022-11-02,EUR,RON,4.965129,3.5995,2.93
2022-11-02,EUR,BGN,1.943966,3.4798,2.95
2022-11-02,EUR,JPY,157.557251,3.474,3.09
2022-11-02,EUR,DKK,7.400371,3.5063,1.81
2022-11-03,EUR,BGN,1.973803,3.3518,2.79
2022-11-03,EUR,CHF,0.952024,3.5647,2.91
2022-11-03,EUR,RON,4.970745,3.4715,3.25
2022-11-03,EUR,HUF,383.82293,3.5244,1.9
2022-11-03,EUR,PLN,4.319141,3.4372,3.23
2022-11-03,EUR,GBP,0.862641,3.5062,2.43
2022-11-03,EUR,SEK,11.161961,3.524,3.07
2022-11-03,EUR,DKK,7.445694,3.4378,0.58
2022-11-03,EUR,NOK,11.568915,3.6049,2.64
2022-11-03,EUR,USD,1.082751,3.5787,0.42
2022-11-03,EUR,JPY,159.054568,3.4478,3.2
2022-11-04,EUR,NOK,11.55652,3.5855,3.63
2022-11-04,EUR,JPY,157.819664,3.3874,1.28
2022-11-04,EUR,CZK,25.054128,3.5514,2.84
2022-11-04,EUR,GBP,0.854379,3.5057,2.99
2022-11-04,EUR,BGN,1.953991,3.4338,3.96
2022-11-04,EUR,DKK,7.419006,3.4603,2.82
2022-11-04,EUR,HUF,384.58306,3.6534,0.58
2022-11-04,EUR,CHF,0.956271,3.404,1.92
2022-11-04,EUR,RON,4.981487,3.3976,1.33
2022-11-04,EUR,USD,1.073153,3.4731,2.61
2022-11-07,EUR,JPY,157.592487,3.485,2.43
2022-11-07,EUR,NOK,11.492565,3.5951,1.84
2022-11-07,EUR,BGN,1.959528,3.3713,2.78
2022-11-07,EUR,PLN,4.345897,3.4868,5.07
2022-11-07,EUR,HUF,384.753822,3.5886,3.3
2022-11-07,EUR,RON,4.970659,3.4531,1.18
2022-11-07,EUR,CZK,25.262142,3.3953,2.51
2022-11-07,EUR,SEK,11.258866,3.4497,1.17
2022-11-07,EUR,USD,1.090467,3.5242,5.16
2022-11-07,EUR,GBP,0.854843,3.4992,1.93
2022-11-07,EUR,CHF,0.950795,3.3715,2.83
2022-11-08,EUR,SEK,11.264268,3.5512,-0.55
2022-11-08,EUR,USD,1.081248,3.354,3.12
2022-11-08,EUR,CZK,25.351636,3.4886,
2022-11-08,EUR,DKK,7.453832,3.4774,4.48
2022-11-08,EUR,NOK,11.433326,3.37,2.25
2022-11-08,EUR,BGN,1.958007,3.4376,4.29
2022-11-08,EUR,PLN,4.30136,3.4274,2.71
2022-11-08,EUR,RON,4.990093,3.308,2.26
2022-11-08,EUR,CHF,0.951928,3.4769,3.15
2022-11-08,EUR,GBP,0.855741,3.5354,4.32
2022-11-08,EUR,HUF,384.129553,3.4066,3.83
2022-11-08,EUR,JPY,156.626883,3.565,2.79
2022-11-09,EUR,BGN,1.961521,3.4697,2.25
2022-11-09,EUR,HUF,386.933793,3.3773,2.32
2022-11-09,EUR,JPY,157.728042,3.3264,1.17
2022-11-09,EUR,PLN,4.318878,3.4879,1.49
2022-11-09,EUR,NOK,11.509014,3.4526,3.48
2022-11-09,EUR,SEK,11.254911,3.4749,3.29
2022-11-09,EUR,CZK,25.232466,3.5757,2.68
2022-11-09,EUR,USD,1.085361,3.4368,0.89
2022-11-09,EUR,GBP,0.861147,3.5002,2.24
