cik,company_name,sic_code,sic_description,filing_type,filing_date,state_of_incorporation,fiscal_year_end,total_assets_usd,total_revenue_usd,employee_count,ceo_name,headquarters_address,ein
4228253,Sorgatz GmbH,6020,Commercial Banking,8-K,2023-04-27,PZ,0331,748977908.0,4539228.0,34511.0,Miranda Bryant,"98, chemin Andre, 39401 Julien",65-2664581
4608984,Guibert Marchal S.A.S.,6311,Insurance,10-K,2023-10-15,BL,0331,28232723.0,,836.0,Ing. Darko Kuhl MBA.,"Stumpfstraße 5, 19571 Aschaffenburg",29-7700086
3849362,Joubert,6411,Insurance Agents,10-K,2023-08-10,RI,0630,621818585.0,136942080512.0,2353.0,,"Camino de Gisela Gimeno 71, Alicante, 46963",14-6624077
7558611,Legendre S.A.S.,6159,Federal-Sponsored Credit,S-1,2025-06-10,MS,0630,148168012.0,755605574.0,4642.0,Denis Mitchell,"Hethurgasse 14, 40120 Garmisch-Partenkirchen",83-7046357
7866413,Gallart y asociados S.L.N.E,6159,Federal-Sponsored Credit,DEF 14A,2025-06-22,CA,1231,4232652332.0,332946446.0,703.0,Geronimo Michelangeli-Modigliani,"Urbanización de José Antonio Abella 5 Puerta 9 , Ourense, 43692",53-8798827
6251075,Bragaglia s.r.l.,6411,Insurance Agents,10-K,2025-04-05,AO,1231,365237912.0,74867493.0,6327.0,,"Johann-Butte-Ring 3187, 38076 Eilenburg",73-5083490
6595844,Grande y Ferrero S.C.P,6141,Personal Credit,DEF 14A,2025-11-25,MO,1231,338786815.0,1758845302.0,1753.0,Aria Casalodi,"2 Carly Mall, West Donald, S8 5NU",69-4627030
8742335,Trüb Kohl e.V.,7372,Software,10-K,2024-07-23,BT,0630,113280003.0,202811380.0,49374.0,Germana Verdi-Tartaglia,"5 Ryan Avenue, East Jean, IP39 7AZ",14-8574426
3688510,Rogner,6141,Personal Credit,10-K,2026-04-16,CT,1231,668847392.0,200750.0,13432.0,Sandra Pintor Naranjo,"Tom-Seifert-Weg 93-88, 42433 Cuxhaven",79-7386662
1692168,Restauración Sotelo y asociados S.L.N.E,7372,Software,13F-HR,2023-08-27,PG,0331,2185330159.0,155370425.0,5002.0,Virginia Adams,"Canale Lorenzo, 86, 34149, Trieste (TS)",93-7540556
3391341,Gutknecht,6411,Insurance Agents,10-Q,2024-12-16,CT,1231,159393936.0,377379908.0,1685.0,Mr Bradley Parker,"68, chemin Michelle Mathieu, 51510 Pottier-sur-Mer",42-6305179
7836928,Kambs GbR,6199,Finance Services,10-K,2023-07-07,ND,0331,9701627.0,3020571370.0,7321.0,Molly Figueroa,"41948 Gallegos Shore, Olivialand, SD 54264",82-3804879
2147606,Blanchard,6512,Real Estate,S-1,19-Apr-2024,DE,1231,13397350167.0,,29854.0,Carlo Guicciardini-Tassoni,"Stretto Zanazzo, 47, 56127, Pisa (PI)",42-6140425
7829372,Blümel Siering GmbH & Co. KG,6159,Federal-Sponsored Credit,10-K,2025-12-21,OR,0630,55014388132.0,427265919.0,14833.0,Prof. Emilia Hermann,"4 Price Villages, North Joanneton, E6H 8FQ",48-5918001
4081423,Rowley-Brown,6141,Personal Credit,8-K,2025-09-12,SD,0630,638674607.0,1322694776.0,6134.0,Alan Davidson,"Studio 3, Frank Hill, Port Justinfurt, LL1 6TT",92-7665779
3417105,De Sousa Hubert SA,6020,Commercial Banking,8-K,2025-11-04,ND,0630,120482152.0,5789619464.0,14118.0,Zoraida Nélida Quintana Duran,"9748 Wilkinson Roads, Jessicafurt, MD 90039",85-5527803
3380956,Segebahn,6035,Savings Institutions,13F-HR,2024-05-03,AR,1231,,,38279.0,Dott. Luca Lanfranchi,"2740 Michael Course, New Stefaniefort, GA 72005",
6118576,Bass-Vega,6199,Finance Services,13F-HR,2025-06-23,AZ,0331,11723883230.0,48410571.0,31144.0,Massimo Canetta-Finzi,"Lachmannring 485, 73862 Holzminden",33-7305341
1379231,Ferrández y Blanch S.Com.,7372,Software,10-Q,04-Sep-2024,VA,0630,185270044.0,1608497142.0,27618.0,Danny Mason-Walsh,"Piazza Annamaria, 4, 86024, Petrella Tifernina (CB)",92-6924408
2583322,Gonzaga Group,6211,Security Brokers,10-Q,2023-08-16,ND,0630,842533382.0,27237347.0,30873.0,Abigail Barnett-Taylor,"Vicolo Eraldo, 93, 87051, Camarda Di Aprigliano (CS)",62-2323769
6034975,Lyons PLC,6411,Insurance Agents,13F-HR,2024-08-31,IN,1231,729443487.0,100911968.0,44426.0,Heinz-Jürgen Roskoth,"Avenida de Fabio Jáuregui 550 Apt. 25 , Guadalajara, 37605",27-5535693
7024535,Promociones Iberia S.L.,6211,Security Brokers,DEF 14A,2023-09-13,SC,0930,281055475.0,63133165.0,7386.0,,"6388 Tammy Trail, Taylorborough, WY 63837",58-1621686
2774504,Bien,6141,Personal Credit,10-K,2025-06-20,AS,1231,,,,Norman Savage,"Süßebierplatz 6934, 69374 Pritzwalk",
2525364,Grupo Cerdán S.Coop.,6211,Security Brokers,10-Q,2026-04-26,NE,0331,688783774.0,424339302.0,,Deborah McCarthy,"Alameda de Isaac Naranjo 283, Ciudad, 25841",79-7788118
9990249,Jordá y asociados S.L.,6199,Finance Services,S-1,2025-06-20,BG,0930,1958767156.0,12443444388.0,31439.0,Sheila Dixon-Hopkins,"45719 Trujillo Ferry Suite 844, West Michael, AL 78901",81-8179975
8068258,Despacho Bermudez y asociados S.L.N.E,6512,Real Estate,10-Q,2025-08-13,PW,0630,528124464.0,380780675.0,30433.0,David Cook,"C. de Sara Salgado 5, Lugo, 08502",58-1986289
9391961,Williamson-Schneider,6020,Commercial Banking,DEF 14A,2025-06-03,AV,0930,289154030.0,22942711.0,,Mary Thomas,"Piazza Ludovico, 60, 83028, San Sossio Di Serino (AV)",49-8653539
1396539,Perry Inc,6199,Finance Services,DEF 14A,2025-07-09,AR,0630,33078509.0,13939596934.0,28775.0,Kristen Foster,"Knappeplatz 8/1, 36093 Günzburg",94-2485970
2837700,Leblanc,7372,Software,DEF 14A,29-Jul-2023,VR,1231,47687561.0,3470653093.0,32208.0,Angelo Schicchi,"Studio 2, Wilson Causeway, Lake Brianhaven, S20 3FB",47-3191599
8334717,"Eco, Caruso e Nordio Group",6035,Savings Institutions,8-K,2024-07-16,BL,1231,470098765.0,1052978448.0,,Yvonne Thompson,"Ritterweg 3-2, 36426 Vohenstrauß",16-7772356
9876598,Chartier,7372,Software,10-Q,2023-11-28,PG,0331,653669848.0,4292724.0,39891.0,Charlotte Garcia,"Junkenweg 1996, 70291 Aachen",90-3145093
6469965,Tejedor y Nogueira S.L.N.E,6159,Federal-Sponsored Credit,10-Q,2024-06-09,PR,0930,209238419.0,872608149.0,35461.0,Gemma Paruta,"Contrada Ida, 82, 64039, Penna Sant'Andrea (TE)",44-9554056
5536878,Garzón y asociados S.L.,6311,Insurance,S-1,2026-01-03,LC,1231,,,33091.0,Daniel Garcia,"Piazza Ezio, 2 Piano 4, 21017, Cascina Elisa (VA)",30-2967436
9854747,Bongiorno Group,6159,Federal-Sponsored Credit,S-1,2023-08-06,BN,0930,848106216.0,12228810.0,18027.0,César Vázquez Abellán,"4437 Russell Road Apt. 889, West Adam, DC 91841",65-4145588
1163214,Moore-Blackwell,6141,Personal Credit,10-Q,2025-07-19,ME,1231,35491161.0,1758371641.0,10961.0,Joshua Larson,"635 Williams Islands, West Dustin, PR 99665",35-9248819
1244021,Campos-Weaver,6141,Personal Credit,8-K,2026-01-25,GR,0930,1778430015.0,95361606.0,147.0,Amber Williams,"rue Navarro, 83446 Saint SébastienVille",36-4654144
2022730,Freudenberger Lübs GmbH,6020,Commercial Banking,10-K,25-May-2024,PA,1231,3327032687.0,56388855.0,35999.0,Bernard Rousset,"Borgo Vittorio, 661 Piano 3, 88832, Altilia (KR)",76-7323389
5893759,Banco Fernandez y asociados S.A.,6159,Federal-Sponsored Credit,13F-HR,2023-11-29,VS,0331,309184843.0,253223457.0,29766.0,Prof. Belinda Grein Groth MBA.,"40, rue Jacquot, 21339 Rollandnec",40-2866127
1081021,Cichorius AG,7372,Software,10-K,2024-11-18,DE,1231,124221018.0,3788384.0,8000.0,Denis Charles,"65375 Smith Via Suite 436, Port Cynthiaborough, AL 47631",42-2998350
1044461,Godard,6311,Insurance,10-K,2025-03-31,KS,1231,271011386.0,9557728.0,25247.0,Lydia Williams,"18118 Patricia Circles Suite 851, New Wesleymouth, TN 37229",82-3554635
3329746,Pearson-Daniels,6159,Federal-Sponsored Credit,13F-HR,2023-05-05,PA,0331,129577837.0,68906291.0,13258.0,Piermaria Camilleri,"Flat 90, Sean Union, East Hayley, S5K 6YE",68-9924347
8714686,Wähner,7372,Software,13F-HR,2024-11-01,MP,1231,6520309427.0,77082899.0,25491.0,Vanessa Alvarez,"H.-Dieter-Henschel-Platz 71/36, 08177 Wetzlar",11-6651210
2379095,Scarlatti-Toso SPA,6199,Finance Services,DEF 14A,2026-03-02,OR,0331,1035582441.0,40452007.0,31509.0,Zaira Losada Valenciano,"7379 Christopher Plaza Apt. 605, Tranfurt, PR 68291",43-7518080
1681666,Gelli-Fagotto s.r.l.,6159,Federal-Sponsored Credit,10-K,2025-10-22,IN,1231,38161216.0,79224441.0,39156.0,Licia Mortati,"Ludwina-Köster-Gasse 9374, 59402 Grafenau",85-9641104
4676191,Zimmer Seifert GmbH & Co. KG,6199,Finance Services,10-Q,2025-11-05,PV,0331,134726081.0,1502490287.0,7831.0,Raquel Valbuena-Lledó,"Steyweg 334, 16783 Hagenow",22-5098984
2383817,Promociones Roura S.A.,6411,Insurance Agents,10-K,2024-11-19,AL,1231,56357095.0,81971514.0,20912.0,Elisa Menendez Caro,"Vial de Oriana Linares 214 Piso 5 , Tarragona, 44513",21-7197168
6531885,Gilles S.A.,6199,Finance Services,DEF 14A,2024-11-16,VE,0630,1974345221.0,,49806.0,Eckart Rose-Ritter,"Incrocio Antonello, 95 Piano 6, 08100, Nuoro (NU)",83-6184930
1304860,"Willis, Esparza and Leonard",6141,Personal Credit,10-Q,2024-04-15,VV,0930,3599004099.0,9603850.0,43613.0,Olivie Rousseau-Olivier,"rue de Baron, 50757 Sainte Thérèsedan",11-2147789
4413379,Boccaccio-Tiepolo SPA,6211,Security Brokers,8-K,2026-03-05,NY,0630,4813066.0,5376974.0,18251.0,Jamie Williams,"356 Donald Fall, Kellyport, DE 28439",62-7897378
8490652,Baxter-Houghton,6020,Commercial Banking,8-K,2025-09-08,SR,0331,2460537891.0,33783418.0,37717.0,Ashley Walker,"Cuesta de Ezequiel Marqués 84 Apt. 02 , Zamora, 15146",87-5200727
5585854,Robinson-Allen,6199,Finance Services,S-1,2023-11-01,BA,0331,4196062810.0,333864909.0,28991.0,Taylor Woods,"919, rue Fischer, 14849 TexierVille",28-1900408
1982476,Lemonnier,6035,Savings Institutions,DEF 14A,2024-04-28,IA,0630,39008301047.0,488075003.0,17547.0,Debra Davis,"Studio 91, Wood Dale, Conwayton, W4 2JL",92-1268971
2536829,"Pacheco, Boyd and Marshall",6141,Personal Credit,13F-HR,2024-02-07,BL,0630,321403284.0,53871755617.0,9079.0,Brittany Mccarty,"718, chemin Célina Merle, 14730 Payetboeuf",93-4732799
8495025,Kensy KG,6512,Real Estate,DEF 14A,2025-02-18,CO,0930,292962537.0,45906295.0,123.0,Patrizia Haering,"Strada Soprano, 173, 13886, Viverone (BI)",29-7561267
1565068,Foster Ltd,6141,Personal Credit,DEF 14A,2024-01-29,CO,0930,1094149524.0,289416591.0,32870.0,Claire Letellier,"7347 Melissa Springs, New Bryanland, IL 33505",18-9336274
6448596,Jourdan,6199,Finance Services,10-Q,2023-12-19,SP,0331,3108562837.0,90561911.0,14952.0,Kristin Lawrence,"268 Wilson Spur, Simonhaven, DG9W 5FL",
4232187,Comercial Aguado y asociados S.A.,6211,Security Brokers,S-1,2026-02-07,SC,0930,532095726.0,2445240801.0,10520.0,Melania Stein,"7, boulevard Antoine, 42490 LemaireVille",38-6778757
1291870,Parker PLC,6411,Insurance Agents,10-K,2023-09-24,RI,0930,2587829070.0,31889341.0,5764.0,Sig.ra Alina Goldstein,"Incrocio Caboto, 274, 22026, Maslianico (CO)",
2588823,Grondin,6141,Personal Credit,DEF 14A,2023-11-05,GU,0630,751014349.0,,36203.0,Fernanda Rojas Castañeda,"Ahmet-Mies-Straße 35/10, 59910 Grevesmühlen",99-6570296
2949434,Buckley Group,6035,Savings Institutions,13F-HR,2026-02-20,WV,0331,69090968.0,4082787.0,4601.0,George Vega,"Cañada Juan Cardona 42, Huelva, 12718",90-3964356
6804104,Roth-Howe,6211,Security Brokers,DEF 14A,2024-09-06,GA,1231,275481099.0,67510442.0,18849.0,Fabián Ferreras Pino,"Wojciech-Etzler-Weg 6/4, 57188 Lichtenfels",95-7670331
1531957,"Hoffman, Coffey and Garcia",6035,Savings Institutions,10-K,2025-07-11,IL,0331,133477451.0,105942060.0,39477.0,Jeffrey Dixon,"Schaafallee 4296, 33920 Hildburghausen",32-4675271
5437610,Talleres Caparrós S.A.,6020,Commercial Banking,S-1,01-Mar-2026,MH,0331,1801704650.0,265061675.0,1592.0,Roberto Viña Calzada,"Flat 9, Thornton Fall, New Lisa, S1H 0AU",
2430308,Grupo Becerra S.Com.,6020,Commercial Banking,10-Q,2024-11-21,PO,0630,431620043.0,187902409.0,34284.0,Lauren Pickering,"Mato-Mälzer-Allee 4-4, 31611 Roth",28-8688683
1497020,Familia Garmendia S.L.,6035,Savings Institutions,10-K,2025-04-20,ID,0630,2034117518.0,328582843.0,13190.0,Douglas Roberts,"3 Bolton Underpass, Jenningsview, KT5 1RX",
8167490,Foucher Lemoine S.A.S.,6141,Personal Credit,10-K,2025-12-18,AG,0930,,410802429.0,5920.0,Steven Gonzales,"Vial de Jimena Méndez 21, Melilla, 16749",26-1492664
9931377,Instalaciones Somoza & Asociados S.L.,6199,Finance Services,13F-HR,2026-01-15,CZ,0930,3104614717.0,25071164126.0,,Univ.Prof. Irma Kraus,"Strada Benvenuto, 9, 24046, Osio Sotto (BG)",11-9351001
8301883,Interminelli s.r.l.,6311,Insurance,8-K,2024-08-29,PR,0630,,1069871928.0,47924.0,,"Paseo Valeria Alegre 21, Cáceres, 25399",43-6235440
1771810,Dyer-Whittaker,6311,Insurance,8-K,2024-08-08,TN,0630,397918237.0,,9508.0,Dorothée Wagner,"04 James Knoll, New Conor, HR8P 1LP",66-8029014
6030577,"Hammond, Davison and Mills",6159,Federal-Sponsored Credit,S-1,2024-06-24,RG,1231,227599510.0,1434277187.0,,Stephanie Davies,"45353 Davis Lakes Apt. 755, New Jamesbury, AZ 15511",23-2478283
4969452,Smith Inc,6211,Security Brokers,10-K,2024-06-17,VT,0930,324073658.0,22900785.0,32766.0,Ugo Fioravanti-Cicala,"Beierstraße 3859, 62087 Hoyerswerda",90-4438621
9251338,Chrétien et Fils,6199,Finance Services,10-Q,27-May-2024,OT,0930,163936351.0,1002793466.0,,Alessandro Zamengo,"Viale Alessandra, 2, 90037, Piana Degli Albanesi (PA)",40-6867367
8077565,Gosselin,6512,Real Estate,10-K,2025-10-07,TP,0331,6741597295.0,485072736.0,26908.0,Slawomir Jockel-Hermighausen,"Via Cerquiglini, 1 Piano 9, 50038, Scarperia E San Piero (FI)",78-3836640
6332643,"Mastroianni, Contrafatto e Giovine e figli",6141,Personal Credit,10-K,16-Sep-2024,AR,0630,627429320.0,820509.0,30121.0,Kelly Edwards,"4925 Young Plaza, Port Alex, GU 92787",95-4074808
8601139,"Carey, Hilton and Cooper",6311,Insurance,10-K,2025-02-11,RA,0331,,,27464.0,Carlota Arias Salas,"Hövelring 81, 47210 Stade",59-6890185
3560920,Bryant and Sons,6311,Insurance,10-Q,2025-09-27,AR,0930,,508913149.0,5069.0,,"038 Webster Haven, New Kristin, TX 27519",89-8414351
8415493,Pisaroni SPA,6311,Insurance,DEF 14A,2025-05-26,BO,0930,31368532.0,3104076.0,40914.0,Céline Texier-Duhamel,"Ditschlerinstr. 201, 32925 Arnstadt",47-8940739
2350894,Orengo-Monduzzi SPA,6411,Insurance Agents,13F-HR,2025-03-21,MI,0630,840529151.0,316391510.0,37941.0,Hagen Gute,"Unit 3229 Box 1990, DPO AA 22020",17-4484518
1252408,Soria y Peralta S.L.,6211,Security Brokers,10-K,2024-09-01,UT,0331,3900004999.0,,7183.0,,"Netteplatz 36, 43461 Iserlohn",75-6088664
9109646,Diaz-Freeman,6512,Real Estate,8-K,2025-07-12,CH,0630,76782680.0,41256187.0,8278.0,Gavin Lee,"Ahmet-Becker-Platz 643, 10370 Bischofswerda",
6254741,Kade Stiftung & Co. KGaA,6159,Federal-Sponsored Credit,8-K,2023-07-27,PU,0630,1029833950.0,2952829698.0,20208.0,Leonardo Barral Arnaiz,"Hans-Hermann-Bloch-Allee 6-7, 58715 Biedenkopf",16-6154607
7348560,Holsten,6311,Insurance,DEF 14A,2024-02-12,VI,0630,539853510.0,435046974.0,7289.0,Thomas Garcia,"Ortrun-Paffrath-Straße 78, 16442 Hamburg",29-2457615
8261575,Logística Figueras S.Coop.,6211,Security Brokers,8-K,2024-08-07,DC,0930,762157047.0,243566375.0,10773.0,Christian Atzler-Hentschel,"Urbanización Esther Ferrán 223, Sevilla, 31929",55-5308018
3886814,"Sollima, Boitani e Fieramosca e figli",7372,Software,10-K,2025-05-08,SC,0331,60543313.0,,43298.0,Laurent Leroux-Vidal,"Unit 5393 Box 1987, DPO AP 39035",98-5637428
2475412,Smith Group,6199,Finance Services,10-K,2024-05-04,MD,1231,105507507.0,426216053.0,43997.0,Tracy Blake,"806 Colin Plains, Helenstad, PA51 6NB",88-9272134
2347342,Mcconnell Ltd,6159,Federal-Sponsored Credit,DEF 14A,2025-12-19,CR,0630,490220994.0,23006276863.0,30432.0,Prof. Philip Trommler B.Eng.,"Pasaje de Jeremías Elías 73 Piso 7 , Asturias, 23851",41-1042302
4917508,Blanchet,6311,Insurance,8-K,2025-05-21,MA,0630,711642305.0,345196280.0,22159.0,Maura Peñalver Álvaro,"Urbanización de Maristela Benito 665, Barcelona, 51410",96-5823453
9433742,Orozco-Hall,6512,Real Estate,10-Q,2025-04-14,NE,1231,547093134.0,97246368.0,34668.0,Crescencia Barranco Losa,"avenue Alice Valette, 68188 Bertinboeuf",76-5651104
8042663,Courtois Buisson SARL,7372,Software,DEF 14A,2024-10-15,PT,1231,33437406.0,24419795.0,26602.0,Guy Sims,"Paseo Fabiola Doménech 92, Ceuta, 37113",61-5356545
6827007,Porter-Davis,6020,Commercial Banking,10-K,2024-09-05,VI,1231,,600333245.0,2916.0,Stéphanie de Mathieu,"Rambla Reynaldo Gimenez 22, Tarragona, 43900",33-2528539
7225520,Robertson-Burton,6141,Personal Credit,8-K,2025-03-21,RA,0630,773886623.0,94672417.0,43075.0,Nuran Putz,"488, chemin Mathilde Legrand, 01612 Barbier-sur-Coste",45-2380122
5146229,"Duodo, Callegaro e Palumbo e figli",6141,Personal Credit,10-K,2025-06-06,VB,1231,1351480969.0,10140745127.0,46464.0,Dr Eileen Banks,"Maria-Knappe-Allee 80/39, 63494 Forchheim",61-1854928
9856567,Wilmsen,6199,Finance Services,S-1,2025-09-18,PW,1231,1985669757.0,41990586.0,15760.0,Nicole Weimer,"26, rue Alex Evrard, 09611 LelièvreBourg",73-3387022
9476460,Instalaciones del Levante S.A.,6035,Savings Institutions,S-1,2023-12-28,AG,1231,408005612.0,31267591.0,3880.0,Gilles Pascal de la Arnaud,"Zdravko-Austermühle-Gasse 13, 76581 Dessau",35-3737297
4383032,"Robinson, Turner and Singh",6020,Commercial Banking,10-K,2025-09-21,KY,0331,870349674.0,,36144.0,Ascensión Rozas Martinez,"9, boulevard Ferreira, 25796 Wagner",85-1830449
2500981,Bryan-Ryan,6035,Savings Institutions,8-K,2024-08-07,TE,1231,2059418088.0,,,Dr Martyn Watts,"Diana-Kade-Straße 0, 59572 Eisenberg",11-4520809
8966558,Warmer Schinke GmbH & Co. KG,6199,Finance Services,10-K,2024-01-17,AL,0630,2817142558.0,686258957.0,7058.0,Morgan Vang,"chemin de Pasquier, 20848 FouquetBourg",98-9327907
8828832,Construcción TSH S.A.,6035,Savings Institutions,13F-HR,2024-01-06,CO,0331,185786871.0,12444643.0,3037.0,Wayne Fleming,"Rotonda Niggli, 66 Piano 0, 28028, Pettenasco (NO)",23-7508783
6952196,Riou et Fils,6141,Personal Credit,13F-HR,2024-06-04,IL,1231,645027309.0,1528368993.0,47351.0,Pierre Caron-Dubois,"15, avenue Seguin, 72838 Durand",74-5334737
5779750,"Tutino, Gucci e Tencalla s.r.l.",6035,Savings Institutions,13F-HR,2024-10-06,CE,0331,85359470.0,358898211.0,34383.0,Lorraine Henry,"Dowergweg 724, 45825 Pinneberg",52-7117955
3021324,Kuhl GmbH,6020,Commercial Banking,10-K,2023-09-24,VB,0630,13567275.0,8584477548.0,28725.0,Gisa Patberg B.Sc.,"299, boulevard Giraud, 11322 Saint Céline",53-4748984
9893755,Ruppert,6211,Security Brokers,10-Q,2026-02-09,MA,1231,1393468894.0,122728128.0,1533.0,Florentine Heuser B.Eng.,"Incrocio Ruggieri, 645 Piano 3, 21045, Gazzada Schianno (VA)",70-3792865
9866499,Fletcher PLC,6512,Real Estate,13F-HR,2023-11-01,BG,0331,20877090.0,186407128.0,34298.0,Martin Nicolas,"Glorieta Lorena Goicoechea 586, Teruel, 50494",10-8913374
8851435,"Jones, Harrison and Young",6141,Personal Credit,DEF 14A,2023-06-14,MI,1231,452217067.0,9246724.0,,Albina Saavedra Raya,"Flat 77w, Jeremy Stravenue, Port Dylan, CB65 3ZD",39-8850869
7970962,Marques Bigot SA,6035,Savings Institutions,10-K,2023-09-23,IN,0331,123434781.0,436186892.0,1851.0,,"598 Rosie Courts, North Ryan, BA1 4NE",80-9589694
8884983,"Smith, Mahmood and Jones",6035,Savings Institutions,10-Q,2023-05-15,GA,0630,130493953.0,47837446.0,13340.0,Ms Lauren Henderson,"Vial Ximena Galan 605 Apt. 02 , Barcelona, 28823",96-7445760
9071883,Snow-Myers,6199,Finance Services,S-1,12-Sep-2025,PW,1231,227611186.0,6035812.0,35142.0,Dott. Raffaele Canali,"7, avenue Gérard Joubert, 39473 Leroy",35-9139712
4803143,Gargallo Group,6211,Security Brokers,10-K,2025-03-30,MH,0331,252693450.0,,27524.0,Lauren Gilbert,"Canale Amaldi, 943, 06132, San Sisto (PG)",81-2779095
4054479,Nguyen,6020,Commercial Banking,8-K,2026-04-16,PA,1231,304285016.0,14480321.0,44203.0,Constance Le Martin,"711 Ronald Ridges, North Jessicamouth, NJ 82018",80-7146104
8810164,"Filippelli, Borromini e Luzi e figli",6211,Security Brokers,DEF 14A,2024-11-17,AV,1231,3056281653.0,152092574.0,1015.0,,"Romuald-Harloff-Weg 3, 47404 Osterode am Harz",31-5309952
4257374,Edwards-Conley,6199,Finance Services,10-Q,2026-04-22,FG,0630,,15676521.0,25953.0,Enzio Barcaccia,"Viale Lisa, 4, 84035, Polla (SA)",33-3722426
7554909,Montanelli-Fantozzi s.r.l.,6035,Savings Institutions,DEF 14A,2024-02-27,NJ,1231,1814100469.0,,25245.0,Teófila Belen Ortega Cerdá,"02 Cooper Cliff, Ellisbury, WF24 1NU",87-7416055
6912485,Perrin S.A.S.,6512,Real Estate,S-1,2024-03-20,SC,0930,,,26160.0,Klaus Peter Rose,"99510 Robin Ways, West Dawn, MP 89185",95-8921527
7525222,Armstrong-Burns,6020,Commercial Banking,S-1,2024-02-05,CO,0930,,8376959974.0,4394.0,Geronimo Acerbi,"Glorieta de Ruth Conde 48, Valencia, 05972",65-2986324
7118266,Múñiz & Asociados S.L.,6159,Federal-Sponsored Credit,13F-HR,2023-10-09,RM,0630,587490666.0,15043236511.0,5911.0,Slobodan Steckel,"9 Wilkinson Shoal, Raymondtown, NR0 2HS",51-1921383
7821151,Kuhl Henschel GmbH & Co. KGaA,6035,Savings Institutions,8-K,2024-08-28,LC,0630,27231227278.0,9997507169.0,25503.0,Amadeo Lettiere,"Rambla de Lupita Gómez 871 Puerta 6 , Tarragona, 16623",19-1074018
1161836,Dupré,6411,Insurance Agents,10-Q,2024-07-11,AZ,0630,161731922.0,33094786.0,23903.0,Scott Pierce,"Hahnring 90-21, 91118 Kassel",15-9769144
3626317,Ricciardi Group,6199,Finance Services,8-K,2023-10-04,DE,0630,93840210.0,12712827.0,46109.0,Jamie Johnson,"5980 Morgan Forks, New Barbaramouth, WI 70357",98-2887541
4726746,Alexandre,7372,Software,DEF 14A,2023-07-31,VT,0630,953719774.0,104279144.0,18960.0,James Graham,"2901 Gordon Inlet Suite 824, South David, MN 07104",79-5912954
2106598,"Morris, Riley and Miranda",6512,Real Estate,10-Q,2025-02-16,MA,1231,,114207814.0,719.0,Herberto Barceló Marti,"Rouven-Reising-Ring 2106, 75289 Staffelstein",48-2797459
2251483,"Wright, Cross and Vaughan",6311,Insurance,10-K,2024-01-28,GA,0930,1476651251.0,900910184.0,15033.0,Ing. Cord Kraus B.A.,"7, boulevard Rodriguez, 37746 Diallo",15-3472292
7179064,Construcción Españolas S.L.N.E,6035,Savings Institutions,10-K,2024-04-23,KS,0331,6516431.0,75451542.0,31262.0,William Chen,"Avenida de Salvador Clemente 87, Ávila, 19016",56-7511820
7782690,Shaw Inc,6199,Finance Services,13F-HR,2025-05-30,PR,0630,527963422.0,4062140.0,15194.0,Inès Mary,"3 Marie Forks, South Shirley, IP1B 5FH",95-6536394
6198557,Rogers PLC,6159,Federal-Sponsored Credit,DEF 14A,2025-07-11,CO,1231,106673281.0,1232840235.0,6175.0,Frédérique du Valette,"Stretto Maffei, 62 Appartamento 62, 02047, Poggio Mirteto Stazione (RI)",10-6466883
2987958,Williamson-Howard,6020,Commercial Banking,8-K,2025-06-14,UT,0331,57197467.0,,27615.0,Latoya Thomas,"34, boulevard Fleury, 37288 Lambert",43-3608321
9481962,Naser Stiftung & Co. KGaA,6411,Insurance Agents,DEF 14A,2025-05-29,IN,0331,2976576473.0,2461679944.0,8063.0,Celal Kensy,"Johanna-Faust-Ring 3, 69291 Bersenbrück",50-8926540
6653251,Familia Tejedor S.Com.,6159,Federal-Sponsored Credit,8-K,2024-09-19,VA,1231,167092674.0,32343693.0,9016.0,Dipl.-Ing. Ilja Weller,"64, rue de Berger, 95276 Perrin",79-2281108
9265786,Farmaceútica WBEM S.L.,6411,Insurance Agents,8-K,2024-11-22,ME,1231,59383017.0,280259656.0,8830.0,Claire Finch-Mistry,"Canale Martinelli, 71 Piano 7, 53048, Bettolle (SI)",39-7243070
9350868,Peltier SA,7372,Software,DEF 14A,14-Nov-2024,BZ,1231,3133847318.0,40327001.0,22421.0,Timothy Sharpe,"Textorgasse 59-51, 51488 Delitzsch",56-5355320
7314617,Hertrampf van der Dussen OHG mbH,6141,Personal Credit,13F-HR,2025-10-31,CE,1231,77411627.0,3395148054.0,44053.0,Nando Cifuentes Velasco,"Pasadizo de Yaiza Lledó 4, Tarragona, 49625",86-8748721
4809816,Lesage,6141,Personal Credit,13F-HR,2024-03-09,RC,0331,,29405164.0,1286.0,Yolanda Izquierdo Almazán,"40, chemin Coste, 57614 Boucher",29-5959945
8300298,Eigenwillig,6199,Finance Services,13F-HR,2025-03-29,OH,0930,1594159961.0,8747453.0,18412.0,Dario Florio,"Tintzmannplatz 2/9, 94435 Neubrandenburg",64-8760737
3371399,"Filangieri, Agostini e Tomei SPA",6411,Insurance Agents,10-K,2025-07-16,RG,0930,42812468.0,554343377.0,4287.0,Nicola Martin,"Urbanización Maxi Villa 69, Lugo, 14623",66-2707008
8729138,Hussain-Clarke,6020,Commercial Banking,10-Q,2023-08-23,GA,1231,441827551.0,890368934.0,32820.0,Roxana Juliá Cortina,"18, rue de Le Roux, 41967 Vallet",69-3055260
